gene	logFC	logCPM	PValue	FDR
Rpa1	0.616640689260256	6.4220806844733	0.000367443775832519	0.0461369403864374
Kcnj1	-1.60501306110279	4.83233538168072	0.000372537147052712	0.0463351862900279
Gm2115	-2.19010381376064	-0.319894362717394	0.000376136617537903	0.0463456557534553
Pisd-ps3	0.60921374709899	6.54438932269497	0.000428437120528052	0.0523010647874244
Slc22a8	-1.89877005521833	5.71543639680966	0.00044842289682621	0.0542386006583188
ccdc198	-1.22621723547501	3.34198620326049	0.00045792228335282	0.0548840671247598
Kcna6	-1.00546861228739	3.02369859712111	0.000488936071643549	0.057462259965639
Adam22	0.700847652456921	5.60610483106767	0.000489699773056519	0.057462259965639
Cfd	3.47845385007175	0.605566546187934	0.000492508751222483	0.057462259965639
Scn7a	-0.794086510382676	4.31155934930152	0.000499030857773293	0.0577124809551148
F13b	-1.45472567154113	4.15097187334062	0.000505871605248616	0.0579769835671034
Irf7	0.809760808010393	4.5174703713187	0.000515057844733774	0.0579769835671034
Clcnkb	-1.36440245541381	4.56507353074562	0.000521843093369244	0.0579769835671034
Lin7a	-1.59508705839976	0.716219438853642	0.000522504772971211	0.0579769835671034
Klk1	-1.55495431072315	7.58914561197999	0.000523305601068364	0.0579769835671034
Rgs17	0.86437860936614	3.56941659695731	0.000530079065441639	0.0580652483467415
Mttp	-1.42105335966935	2.6967866200442	0.000532910728910477	0.0580652483467415
Igfbp2	1.06029206595514	2.18163054973979	0.000592242573217301	0.0640010334860401
Prodh2	-1.48345676667417	3.62696535459403	0.00061098871694996	0.0654900426363275
Efcc1	1.45189360648596	0.491650473448621	0.000627241479667753	0.066689932805965
Elovl2	-1.71095544406891	1.8166073423443	0.00064013390427754	0.0675162031519607
Uba7	0.596633893226117	5.54559621867068	0.000654701789935029	0.0685046698293923
Tifab	1.15364971809798	1.2840188600887	0.000660890016629181	0.0685410599286177
Slfn2	0.76451074454507	4.33450816461371	0.000665447183772987	0.0685410599286177
F5	-1.48994942732184	1.24665826968597	0.000674990928992906	0.0689851194406394
Angptl4	0.938856539155842	4.66908575665225	0.000692067663873743	0.0701863083116263
Car8	-1.41360357092298	0.41173770855355	0.00070946887783263	0.0714018143919496
Gcgr	-1.12130104025297	2.48251658646473	0.000720383821591557	0.0715014728241836
Ifit3	0.75874758161903	4.29794909489024	0.00074005172487655	0.0715014728241836
Nepn	-1.71046339995094	1.23917849946628	0.000740493539518858	0.0715014728241836
Ntrk2	0.640804136016642	4.79945254846811	0.000741179968803223	0.0715014728241836
Cyp2a5	-1.92621840170176	4.71223877493609	0.00074609846160238	0.0715014728241836
Icam1	0.731094535893576	5.05066673693624	0.00075034360826817	0.0715014728241836
Add2	0.650261949902171	6.19846020682569	0.000752880903087237	0.0715014728241836
Mdga2	-1.31059559942401	0.754648543307141	0.000753845928592348	0.0715014728241836
Emilin2	1.13940574278794	1.703009149541	0.00077398247215752	0.0728870350923196
Arhgef19	-1.36058385044076	1.59081244390267	0.000785039331175681	0.0734039612923417
Olfm3	-1.62917814537581	1.11356024292584	0.0008895885797861	0.0825939143373235
Phyhip	-1.84501915757857	-0.147878037426136	0.000910417610295614	0.0836768011908263
Cp	0.543117727431094	6.74020263824705	0.000913945644074559	0.0836768011908263
Zfp445	0.587107234771741	7.29725631800526	0.000938420818779649	0.0853251039640751
Hdac9	-0.724473336079385	4.30673236963567	0.000957273198070338	0.0864430811188995
Efhd1	-0.871867645483453	4.10699702175033	0.000966833917004936	0.086712505862538
Tgtp2	1.03576431591043	3.58224512468693	0.000995584023262118	0.0886877010992416
Dnhd1	-1.05125332579362	2.34182215354814	0.0010181352527247	0.090087887059882
Pvalb	-2.09093000881739	3.42533084968556	0.00103486446776176	0.0909576876198073
H19	0.811901322158317	3.58646366377048	0.00104672529853947	0.091390902887049
Cldn19	-1.42197103346334	1.77320235117594	0.00107811026310637	0.0935118796631211
Ell3	-1.44813216553172	0.746967656996739	0.00109097327842817	0.0937995547961592
Olfm2	1.24074713822773	0.749144139756992	0.00109931084363	0.0937995547961592
Spp2	-1.49346697059169	5.14321518914983	0.00110277085811625	0.0937995547961592
Prom2	-1.66096777357453	0.293528695983232	0.00111200874793069	0.093978995722553
Opcml	-0.852107035886958	4.18525720567106	0.00112886171999679	0.0947642092448149
Ctss	1.33180111441397	2.49676377377595	0.00113567544452979	0.0947642092448149
Pirb	1.14707350976741	0.728629178938173	0.00114528014442624	0.0949646127302866
BC024063	0.985087730120982	2.65716058233451	0.00117322845877112	0.0965177294252169
Akr1c18	-1.38849429300368	3.57629494926675	0.00117865249070539	0.0965177294252169
Rspo3	-1.05054164795378	1.61074026707023	0.00122042083000066	0.0993211618686955
Agxt2	-1.55577274425409	3.89162158931578	0.00124213609304609	0.100468234666992
Ddc	-1.76412745812123	1.93477347019058	0.00126147969869964	0.100923352235451
Acss1	-0.866604818658502	6.12248099963455	0.00126623124418382	0.100923352235451
Clec7a	1.28678066332732	0.677204910619837	0.00127072788767331	0.100923352235451
Pklr	-1.55209990469064	1.92581098032388	0.00128393279997316	0.101238620410742
Slc16a7	-1.09767074621069	4.25167290211483	0.00129005523581649	0.101238620410742
Kif21b	0.969230050132977	3.99238422925269	0.00130675581377782	0.101353482045509
Gm32856	-0.991554668938268	2.59518452481157	0.00130689411011351	0.101353482045509
Id2	-0.665451188577891	6.16258006517887	0.00138664815693608	0.106909761994417
Lrrc19	-1.31449516623247	4.43059251982188	0.00142271157878566	0.10905249682971
Elovl6	-0.768496955762386	3.73797797682307	0.00143702719101851	0.109513101077388
Alox12	0.675756813148961	4.43720490761996	0.00145899382074319	0.110548129498151
Mctp1	2.22174674710194	-0.588035842966066	0.00146762714434049	0.1105668358342
Meox1	0.549872345985483	5.93406548091975	0.00148111481198329	0.110844349834353
