gene	logFC	logCPM	PValue	FDR
Clec12b	1.77229431064651	0.953862115540995	6.00727332287477e-05	0.00422298533165495
Dnajb13	1.7912251240836	1.76285872109463	6.04948079383383e-05	0.00423015545879936
2010204K13Rik	-1.89796747276344	0.318926103565792	6.88993937211216e-05	0.00479249677588602
Slc12a2	0.730607391434526	9.0175619643157	7.0539936316008e-05	0.00488092041022179
Tlr7	-1.02082452720613	4.32269843097127	7.76240774752876e-05	0.00533338364467101
Il4ra	0.729113977002313	6.6809045638166	7.78861261668814e-05	0.00533338364467101
Stx11	1.23657802311097	3.51495871222997	8.0892688487365e-05	0.00551071016004647
Fgfbp1	0.681914758155487	6.62349771078343	8.23889366294428e-05	0.00558385736663957
Kynu	1.79458803195044	1.26010382364008	8.2985679009191e-05	0.00559560578461973
Gm15889	1.86244963420361	1.8886204231983	8.37791891320613e-05	0.00562043534806763
Hspd1	-0.957726472456317	8.06272228996267	8.55711096893308e-05	0.005711655483102
Ifit1	1.30613935834457	4.08395806787044	9.00071213307591e-05	0.00597755836938348
Igtp	1.28179756499047	4.32276575124052	9.42192002455934e-05	0.00622600475222881
Kcnj12	-1.11411502722308	4.05557677156939	9.61231180525729e-05	0.00632021456807365
Mir6236	0.943161222567983	5.72957614436687	9.69799724384101e-05	0.0063353108195909
Inf2	0.827951025340942	8.17550631491291	9.73114479704111e-05	0.0063353108195909
Mt1	0.945173906248576	4.87941632917604	9.81097718867165e-05	0.00635597424144532
Ccdc9b	0.760185172347956	5.9976223302571	9.9135841245983e-05	0.0063911184288142
Kalrn	0.852737260498182	5.80672885815871	0.000100907963261983	0.00647378467218623
Fam214a	0.750906805660657	5.82193768297778	0.000101700860173943	0.0064931331790282
Cd274	1.69333232684672	2.80094734404929	0.000103112674733439	0.00655162071767851
Gm4951	1.33708100122519	2.94160336167761	0.000106074664948234	0.00670757307155913
Mgam	-0.89393020274797	6.99685433758918	0.000107658933627756	0.0067753355563068
Cyp4a31	1.60078751426357	3.07738414452521	0.000108738082917904	0.00681081755375841
Gm12185	1.36918243882088	1.95842855408792	0.000113815920407527	0.00709524152880131
Cxcl1	1.41709188087235	3.27257195749077	0.000122158261541282	0.0075795473452093
Gm11127	1.27707679498549	4.12257129522246	0.000128399663143812	0.00792957919676922
Arc	1.05566085706926	3.86065495288922	0.000141382527049761	0.00869075105809137
Dglucy	1.10250673084399	4.86289435285098	0.000153078525672224	0.00936613794113013
Cpt1c	1.09992018340391	4.05400887644388	0.000158959512572258	0.00968114708827169
Vash1	-0.796273970030073	7.64078698736599	0.000161054023983671	0.0097637155090284
Ifi207	1.40373695767984	1.50800750142968	0.00016500948639701	0.00995783274987617
Gm14403	-1.16181966216527	3.79376514465382	0.000169696101554425	0.010194107627924
Spock2	1.37993755792011	2.55095309109096	0.000172039219934786	0.0102881010437019
Efcc1	1.71728983838407	0.532924116732909	0.000174327544338079	0.0103779857025768
Dnajb1	-1.22881426930936	7.01856429215163	0.000200112272945809	0.0118595686065103
Neurl1b	0.693857945710047	5.56633219541056	0.000206477388902129	0.0121821659452256
Pik3ip1	0.819860085844921	5.32436359556356	0.000215088909785675	0.0126338445854554
Gbp6	1.65620263908148	1.69578058800741	0.000216631063611871	0.0126681244986481
Gbp5	1.31475767855512	2.84951936376508	0.000220621234580353	0.0128446265912508
Hspb1	-1.11647219067548	8.35828271887575	0.000222394444168321	0.0128910744479322
Hlx	-0.748311251217166	5.82775017613744	0.000224368626624749	0.0129260350538692
Tcf23	0.86375914425292	4.13442627646074	0.000225238997506352	0.0129260350538692
Lars2	0.744032630071107	8.74450285747443	0.000225931756767841	0.0129260350538692
